participant,condition,block,trial,red,green,blue,response,rt,duration,gender,age,ease,handed,glasses,colorblind,language,language_what,hypothesis,difficulty_over_time,did_freq_change,freq1,freq2,freq3
101,0,1,53,92,0,163,1,1.3013,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,54,95,0,160,1,0.694,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,55,15,0,240,2,1.1202,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,56,55,0,200,2,0.51255,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,57,2,0,253,2,0.47462,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,58,30,0,225,2,0.54202,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,59,1,0,254,2,0.46271,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,1,60,76,0,179,1,0.44292,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,61,39,0,216,2,0.59138,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,62,65,0,190,1,0.59803,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,63,95,0,160,1,0.48454,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,64,89,0,166,1,0.51126,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,65,11,0,244,2,0.52933,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,66,56,0,199,2,0.48274,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,67,4,0,251,2,0.38145,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,68,63,0,192,2,0.45314,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,69,43,0,212,2,0.38532,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,70,75,0,180,1,0.36823,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,71,3,0,252,2,0.51187,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,72,36,0,219,2,0.43394,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,73,1,0,254,2,0.42277,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,74,69,0,186,1,0.42026,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,75,20,0,235,2,0.76199,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,76,53,0,202,2,0.52147,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,77,97,0,158,1,0.41089,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,78,99,0,156,1,0.49702,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,79,10,0,245,2,0.49192,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,80,96,0,159,1,0.3747,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,81,98,0,157,1,0.51025,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,82,47,0,208,2,0.41637,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,83,64,0,191,2,0.35804,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,84,18,0,237,2,0.3423,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,85,29,0,226,2,0.36738,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,86,8,0,247,2,0.32697,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,87,67,0,188,1,0.38472,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,88,91,0,164,1,0.38372,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,89,12,0,243,2,0.40659,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,90,49,0,206,2,0.39691,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,91,34,0,221,2,0.38774,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,92,44,0,211,2,0.34686,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,93,62,0,193,1,0.42783,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,94,74,0,181,1,0.3054,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,95,41,0,214,2,0.35584,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,96,24,0,231,2,0.33218,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,97,45,0,210,2,0.26985,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,98,54,0,201,1,0.5138,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,99,87,0,168,1,0.59591,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,100,15,0,240,2,0.34653,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,101,94,0,161,1,0.44345,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,102,17,0,238,2,0.46422,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,103,13,0,242,2,0.35647,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,104,90,0,165,1,0.39681,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,105,86,0,169,1,0.33178,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,106,42,0,213,2,0.38956,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,107,51,0,204,2,0.3644,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,108,57,0,198,2,0.37287,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,109,38,0,217,2,0.34052,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,2,110,84,0,171,1,0.42155,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,111,80,0,175,1,0.78781,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,112,47,0,208,2,0.61011,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,113,97,0,158,1,0.32009,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,114,24,0,231,2,0.46553,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,115,11,0,244,2,0.63778,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,116,16,0,239,2,0.53818,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,117,27,0,228,2,0.45106,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,118,69,0,186,1,0.36715,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,119,84,0,171,1,0.41479,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,120,85,0,170,1,0.34112,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,121,32,0,223,2,0.39814,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,122,83,0,172,1,0.34897,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,123,42,0,213,2,0.33336,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,124,51,0,204,2,0.3824,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,125,36,0,219,2,0.33334,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,126,33,0,222,2,0.35046,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,127,43,0,212,2,0.39088,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,128,26,0,229,2,0.33376,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,129,40,0,215,2,0.44676,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,130,99,0,156,1,0.41166,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,131,75,0,180,2,0.73796,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,132,35,0,220,2,0.33017,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,133,13,0,242,2,0.29211,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,134,57,0,198,2,0.39106,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,135,100,0,155,1,0.43004,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,136,54,0,201,2,0.4036,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,137,20,0,235,2,0.38586,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,138,7,0,248,2,0.39277,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,139,77,0,178,1,0.40776,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,140,19,0,236,2,0.31791,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,141,61,0,194,1,0.75971,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,142,88,0,167,1,0.44743,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,143,56,0,199,2,0.32413,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,144,6,0,249,2,0.34996,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,145,71,0,184,2,0.98231,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,146,68,0,187,2,0.4448,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,147,58,0,197,2,0.29756,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,148,87,0,168,1,0.30881,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,149,62,0,193,2,0.24724,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,150,89,0,166,1,0.28463,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,151,41,0,214,2,0.31164,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,152,8,0,247,2,0.29013,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,153,25,0,230,2,0.34114,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,154,86,0,169,1,0.26247,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,155,34,0,221,2,0.32287,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,156,93,0,162,1,0.30867,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,157,21,0,234,2,0.30296,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,158,38,0,217,2,0.34543,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,159,66,0,189,1,0.37061,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,3,160,31,0,224,2,0.28215,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,161,81,0,174,1,0.408,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,162,87,0,168,1,0.43027,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,163,77,0,178,1,0.37982,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,164,98,0,157,1,0.2915,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,165,65,0,190,1,0.84659,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,166,47,0,208,2,0.33082,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,167,12,0,243,2,0.41247,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,168,88,0,167,1,0.31473,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,169,76,0,179,1,0.40521,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,170,95,0,160,1,0.29939,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,171,48,0,207,2,0.31789,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,172,16,0,239,2,0.34362,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,173,21,0,234,2,0.36073,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,174,19,0,236,2,0.29701,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,175,96,0,159,1,0.34805,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,176,43,0,212,2,0.29329,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,177,72,0,183,1,0.39235,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,178,34,0,221,2,0.30332,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,179,17,0,238,2,0.35366,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,180,93,0,162,1,0.29017,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,181,5,0,250,2,0.2933,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,182,67,0,188,1,0.28037,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,183,18,0,237,2,0.26821,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,184,1,0,254,2,0.33605,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,185,24,0,231,2,0.24916,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,186,40,0,215,2,0.28564,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,187,30,0,225,2,0.2808,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,188,74,0,181,1,0.26864,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,189,64,0,191,1,0.38454,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,190,57,0,198,1,0.31151,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,191,3,0,252,2,0.2739,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,192,20,0,235,2,0.26977,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,193,52,0,203,2,0.59369,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,194,97,0,158,1,0.2642,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,195,32,0,223,2,0.30074,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,196,99,0,156,1,0.29517,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,197,86,0,169,1,0.27431,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,198,80,0,175,1,0.35014,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,199,36,0,219,2,0.19852,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,200,22,0,233,2,0.22182,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,201,73,0,182,1,0.25189,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,202,54,0,201,2,0.30435,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,203,45,0,210,2,0.28279,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,204,2,0,253,2,0.25392,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,205,28,0,227,2,0.042469,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,206,11,0,244,2,0.00018628,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,207,62,0,193,2,0.73516,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,208,9,0,246,2,0.41537,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,209,56,0,199,2,0.48564,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,4,210,51,0,204,2,0.3204,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,211,88,0,167,1,0.30977,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,212,98,0,157,1,0.28833,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,213,1,0,254,2,0.25936,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,214,42,0,213,2,0.35992,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,215,45,0,210,2,0.32016,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,216,86,0,169,1,0.33006,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,217,51,0,204,2,0.35575,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,218,23,0,232,2,0.28401,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,219,89,0,166,1,0.39934,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,220,3,0,252,2,0.30962,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,221,67,0,188,1,0.41603,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,222,95,0,160,1,0.35757,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,223,24,0,231,2,0.32589,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,224,65,0,190,2,0.5675,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,225,36,0,219,2,0.3269,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,226,10,0,245,2,0.32864,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,227,41,0,214,2,0.33037,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,228,18,0,237,2,0.33213,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,229,54,0,201,2,0.3739,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,230,90,0,165,1,0.31758,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,231,57,0,198,2,0.34315,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,232,61,0,194,2,0.29642,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,233,34,0,221,2,0.32356,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,234,55,0,200,2,0.29324,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,235,20,0,235,2,0.30434,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,236,77,0,178,1,0.31479,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,237,53,0,202,2,0.2693,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,238,58,0,197,2,0.21715,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,239,5,0,250,2,0.23914,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,240,13,0,242,2,0.27627,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,241,16,0,239,2,0.29631,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
101,0,5,242,84,0,171,1,0.28339,2125,female,23,5,right,1,0,0,,Not sure,unsure,no response,50,50,50
